EAN;Menor preço (R$);Origem;Produto;Link
7898040320997;188.0;DROGARAIA;Glimepil Glimepirida 6mg 30 comprimidos;https://www.drogaraia.com.br/glimepil-6mg-30-comprimidos.html
7898947942285;309.96;DROGARAIA;Truss professional basic shampoo - 2,4 l;https://www.drogaraia.com.br/truss-professional-basic-shampoo-2-4-l-761457.html
7891066008665;44.9;DROGARAIA;Hidratante Corporal Needs Nutri Reparador Pele Extra-Seca 400g;https://www.drogaraia.com.br/needs-creme-hidratante-nutri-reparadora-400g.html
7899572810192;60.96;DROGARAIA;ÓLEO PINGA AçAí E PRACAXI LOLA COSMETICS 50ML (LISTA NLDP);https://www.drogaraia.com.br/oleo-pinga-acai-e-pracaxi-lola-cosmetics-50ml-lista-nldp-859652.html
744875;253.34;DROGARAIA;Meia 3/4 Alta Compressão 20-30mmHg Aberta Natural Escuro M3 Select Confort Premium;https://www.drogaraia.com.br/meia-3-4-select-comfort-premium-862-ad-20-30-mmhg-sigvaris-aberta-744875.html
7897337716437;2912.2;DROGARAIA;Elonva 150mcg 1 Seringa Preenchida 0,5ml;https://www.drogaraia.com.br/elonva-150mcg-sol-inj-c-1-ser-0-5ml-692059.html
7908458315390;86.67;DROGARAIA;Kit Creme Para Pentear e Ativador de Cachos SOS Cachos Coco e Máscara SOS Hidratação Bio-Reconstrução Salon Line;https://www.drogaraia.com.br/kit-com-creme-para-pentear-e-ativador-de-cachos-sos-cachos-coco-e-mascara-sos-hidratacao-bio-reconstrucao-salon-line-862491.html
7898606742898;26.9;DROGARAIA;Máscara de Cabelo Proteína Cadiveu Essentials Quartzo Shine by Boca Rosa 200ml;https://www.drogaraia.com.br/cadiveu-essentials-boca-rosa-quartzo-shine-proteina-de-quartzo-200ml-676396.html
7896111995341;4.2;DROGARAIA;Esmalte Cremoso Impala A Cor da Moda 7,5ml - Floresça;https://www.drogaraia.com.br/impala-esmalte-cor-da-moda-floresca-7-5ml.html
7791293022567;17.99;DROGARAIA;Desodorante Antitranspirante Aerosol Rexona Men V8 48H 150Ml;https://www.drogaraia.com.br/desodorante-antitranspirante-aerosol-rexona-men-v8-150ml-631525.html
7898216360727;20.39;DROGARAIA;Secnidazol 1000mg 2 Comprimidos Pharlab Genérico;https://www.drogaraia.com.br/secnidazol-1000mg-pharlab-generico-2-comprimidos.html
7896006217626;29.69;DROGARAIA;Cef Cefalexina 500mg 10 cápsulas;https://www.drogaraia.com.br/cef-500mg.html
7899706181631;225.9;DROGARAIA;Redken All Soft Heavy Cream - Máscara Capilar 500ml;https://www.drogaraia.com.br/redken-all-soft-heavy-cream-mascara-500ml-673360.html
7898632472776;19.19;DROGARAIA;ESFOLIANTE CORPO E ROSTO LABOTRAT MARACUJá 150G;https://www.drogaraia.com.br/esfoliante-corpo-e-rosto-labotrat-maracuja-150g-943142.html
7898336438290;80.49;DROGARAIA;Tapete de Exercícios Laranja;https://www.drogaraia.com.br/tapete-de-exercicios-laranja.html
7898625791631;119.93;DROGARAIA;Shampoo Truss Uso Obrigatório Reparador Reconstrução 300ml;https://www.drogaraia.com.br/truss-uso-obrigatorio-shampoo-300ml-761527.html
7896004775043;60.99;DROGARAIA;Aciclovir 400mg com 30 comprimidos EMS Genérico;https://www.drogaraia.com.br/aciclovir-400mg-ems-genericos-com-30-comprimidos.html
7896342452866;45.58;DROGARAIA;JOELHEIRA ELáSTICA MERCUR TAMANHO M - UNIDADE;https://www.drogaraia.com.br/joelheira-elastica-mercur-tamanho-m-unidade-717815.html
7897517902469;33.67;DROGARAIA;ESCOVA DE CABELO RICCA STYLE BLACK VENTILADA;https://www.drogaraia.com.br/escova-de-cabelo-ricca-style-black-ventilada-834671.html
894310;341.9;DROGARAIA;Kit Creatina Black Skull Turbo 300g 6 unidades;https://www.drogaraia.com.br/kit-6-creatinas-turbo-300g-sem-sabor-black-skull-894310.html
7908885306770;36.9;DROGARAIA;SABONETE NIVEA 85G FLOR CEREJEIRA - KIT C/6UN;https://www.drogaraia.com.br/sabonete-nivea-85g-flor-cerejeira-kit-c-6un-1018712.html
3494802120030;465.49;DROGARAIA;Symbol For A Lady Marina De Bourbon Eau De Parfum 100ml - Perfume Feminino;https://www.drogaraia.com.br/marina-de-bourbon-symbol-for-a-lady-edp-100ml-694012.html
7908825787324;49.9;DROGARAIA;COLORAçAO MAXTON 8.26 VERMELHO MARSALA-KIT C/3UN;https://www.drogaraia.com.br/coloracao-maxton-8-26-vermelho-marsala-kit-c-3un-1005800.html
3607346571071;163.0;DROGARAIA;DAVID BECKHAM CLASSIC EAU DE TOILETTE - PERFUME MASCULINO 90ML;https://www.drogaraia.com.br/david-beckham-classic-eau-de-toilette-perfume-masculino-90ml-751169.html
7891033794997;67.9;DROGARAIA;Quem Disse, Berenice? Base Líquida Supermate 30Ml Cor 14N;https://www.drogaraia.com.br/quem-disse-berenice-base-liquida-supermate-30ml-cor-14n-811722.html
7898126400872;83.9;DROGARAIA;Shampoo Bio Extratus Tutano 1L;https://www.drogaraia.com.br/shampoo-bio-extratus-tutano-1l-776934.html
7797325880884;30.48;DROGARAIA;CREME PARA ACNE ESPINHAS BOLINHAS PELO ENCRAVADO NO BUMBUM;https://www.drogaraia.com.br/creme-para-acne-espinhas-bolinhas-pelo-encravado-no-bumbum-718947.html
990301;353.68;DROGARAIA;Silver Scent Midnight Jacques Bogart Eau de Toilette 100ml - Perfume Masculino;https://www.drogaraia.com.br/perfume-jacques-bogart-silver-scent-midnight-masc-100-ml-990301.html
3349668599127;759.9;DROGARAIA;PERFUME INVICTUS PLATINUM EDP PACO RABANNE MASCULINO 200ML;https://www.drogaraia.com.br/perfume-invictus-platinum-edp-paco-rabanne-masculino-200ml-1019666.html
7897517903411;6.02;DROGARAIA;Grampo de Cabelo Ricca Loiro Pequeno - 50 unidades;https://www.drogaraia.com.br/ricca-grampo-de-metal-para-cabelo-loiro-n-5-pequeno-50-unidades.html
935647;167.11;DROGARAIA;KIT ESPONJA DE MAQUIAGEM SPECIAL DIAMOND BLEND;https://www.drogaraia.com.br/kit-esponja-de-maquiagem-special-diamond-blend-935647.html
7896676434323;20.32;DROGARAIA;Phosfoenema Solução 130ml;https://www.drogaraia.com.br/phosfoenema-enema-solucao-130ml.html
7899706181754;79.79;DROGARAIA;PROTETOR SOLAR FACIAL L´ORéAL PARIS FPS60 UV DEFENDER MéDIA 40G;https://www.drogaraia.com.br/protetor-solar-facial-l-039oreal-paris-fps60-uv-defender-media-40g-947130.html
7908236800629;297.45;DROGARAIA;Efexor XR Cloridrato de Venlafaxina 75mg 30 cápsulas;https://www.drogaraia.com.br/efexor-xr-75-mg-30-capsulas-c-1.html
898673;196.0;DROGARAIA;TREE HUT STRAWBERRY SHEA SUGAR SCRUB - ESFOLIANTE 510G;https://www.drogaraia.com.br/tree-hut-strawberry-shea-sugar-scrub-esfoliante-510g-898673.html
980932;1866.48;DROGARAIA;PERFUME CHANEL ALLURE FEMININO 100 ML;https://www.drogaraia.com.br/perfume-chanel-allure-feminino-100-ml-980932.html
7898952577694;44.9;DROGARAIA;Shampoo Forever Liss Cresce Cabelo Anticaspa 500ml;https://www.drogaraia.com.br/forever-liss-cresce-cabelo-shampoo-500ml-886291.html
7898335077278;33.9;DROGARAIA;Trava para Armários Joy Ajustável com 1 Unidade;https://www.drogaraia.com.br/joy-protetor-plastico-para-armarios-ajustavel-1-unidade.html
7890001730128;35.17;DROGARAIA;B-TRIX VITAMINA B12 KIDS EM GOTAS 30ML FLORA NATIVA DO BRASIL;https://www.drogaraia.com.br/b-trix-vitamina-b12-kids-em-gotas-30ml-flora-nativa-do-brasil-782263.html
7891150024793;2.39;DROGARAIA;Sabonete em Barra Rexona Antibacterial Água de Rosas 84g;https://www.drogaraia.com.br/rexona-sabonete-em-barra-antibacteriano-agua-de-rosas-84g.html
7898641070222;147.99;DROGARAIA;KIT 3X MULTIVITAMINICO DUX 90 CAPS;https://www.drogaraia.com.br/kit-3x-multivitaminico-dux-90-caps-738591.html
7898965429263;69.99;DROGARAIA;Gel de Limpeza Creamy Skincare 180ml;https://www.drogaraia.com.br/creamy-skincare-gel-de-limpeza-180ml.html
7908238808968;679.0;DROGARAIA;BERçO HELLO INFANTI CINZA RISCA;https://www.drogaraia.com.br/berco-hello-infanti-cinza-risca-998337.html
7895446940408;722.43;DROGARAIA;Kit Flormel Pro Completo - Doces Zero com Proteínas ;https://www.drogaraia.com.br/kit-flormel-pro-completo-doces-zero-com-proteinas-u-unica-1000476.html
7898965429218;82.9;DROGARAIA;Skelt skin & body care shower cream sabonete corporal hidratante de banho 200g;https://www.drogaraia.com.br/skelt-skin-body-care-shower-cream-sabonete-corporal-hidratante-de-banho-200g-795413.html
6015045328389;177.0;DROGARAIA;KIT 3 FINISIM CROMO E FIBRAS COM 60 CáPSULAS MAXINUTRI;https://www.drogaraia.com.br/kit-3-finisim-cromo-e-fibras-com-60-capsulas-maxinutri-1009891.html
7897975698294;179.0;DROGARAIA;PROTETOR SOLAR FLUID MINERAL FPS 50;https://www.drogaraia.com.br/protetor-solar-fluid-mineral-fps-50-956017.html
7897104922986;54.9;DROGARAIA;Pré-Treino Body Action Nuclear Rush Limão 100g;https://www.drogaraia.com.br/nuclear-rush-pre-treino-100g-sabor-limao-882897.html
7896512911858;9.57;DROGARAIA;Sabonete Infantil Granado Bebe Lavanda 90G;https://www.drogaraia.com.br/sabonete-infantil-granado-bebe-lavanda-90g-632250.html
7896311773466;14.59;DROGARAIA;Barra Proteica Nutrify Collagen Bar Banofee 50g;https://www.drogaraia.com.br/nutrify-collagen-bar-banoffee-50g.html
2369300000003;142.0;DROGARAIA;JOELHEIRA RECOVERY RV04 HIDROLIGHT M;https://www.drogaraia.com.br/joelheira-recovery-rv04-hidrolight-m-932895.html
819125;113.9;DROGARAIA;L TRIPTOFANO SLEEP MAX 450MG 4 X 60 CAPSULAS - FLORA NATIVA;https://www.drogaraia.com.br/l-triptofano-sleep-max-450mg-4-x-60-capsulas-flora-nativa-819125.html
7898635431961;424.91;DROGARAIA;REFIL WHEYDOP ISO CHOCOLATE BELGA 900G;https://www.drogaraia.com.br/refil-wheydop-iso-chocolate-belga-900g-948455.html
3494800260042;300.0;DROGARAIA;Princess Style Princess Marina de Borboun Eau de Parfum 30ml - Perfume Feminino;https://www.drogaraia.com.br/marina-de-bourbon-princess-style-edp-30ml-704038.html
7805090576144;75.8;DROGARAIA;Quem Disse, Berenice? Kit Lápis Contorno Labial: Marronis 1,1G + Nudetis 1,1G;https://www.drogaraia.com.br/quem-disse-berenice-kit-lapis-contorno-labial-marronis-1-1g-nudetis-1-1g-772461.html
6018610375535;32.9;DROGARAIA;NéCTAR CONCENTRADO HASKELL MURUMURú- 35ML;https://www.drogaraia.com.br/nectar-concentrado-haskell-murumuru-35ml-965496.html
3614229823783;245.95;DROGARAIA;Hugo Hugo Boss Eau de Toilette 40ml - Perfume Masculino;https://www.drogaraia.com.br/perfume-hugo-man-edt-40-ml-039-865537.html
7898907000109;202.94;DROGARAIA;NATUPELE MELANESSE REGENERATE 30G;https://www.drogaraia.com.br/natupele-melanesse-regenerate-30g-686351.html
7899902059871;75.8;DROGARAIA;KIT 2X CúRCUMA + COLáGENO TIPO II EM GOTAS 30ML - FLORA NATIVA SABOR:LARANJA;https://www.drogaraia.com.br/kit-2x-curcuma-colageno-tipo-ii-em-gotas-30ml-flora-nativa-sabor-laranja-767638.html
731509993110;17.9;DROGARAIA;PINCEL ACRíLICO PROFISSIONAL KISS NEW YORK #6 AB300B;https://www.drogaraia.com.br/pincel-acrilico-profissional-kiss-new-york-6-ab300b-965335.html
989573;37.29;DROGARAIA;SHAMPOO ANTICASPA CLEAR 400ML LV400 PG 330ML LIMPEZ;https://www.drogaraia.com.br/shampoo-anticaspa-clear-400ml-lv400-pg-330ml-limpez-989573.html
7898522372087;45.9;DROGARAIA;CERA QUENTE DEPILATóRIA ROSA EM TABLETES CORPORAL FACIAL DEPILFLAX DEPILAçãO PROFISSIONAL 1KG;https://www.drogaraia.com.br/cera-quente-depilatoria-rosa-em-tabletes-corporal-facial-depilflax-depilacao-profissional-1kg-1016536.html
7898290554500;239.9;DROGARAIA;LOWELL KEEPING LISS LISO MAGICO DUO HOME CARE E MASCARA CAPILAR 240G;https://www.drogaraia.com.br/lowell-keeping-liss-liso-magico-duo-home-care-e-mascara-capilar-240g-774163.html
8436026215517;56.99;DROGARAIA;Kin Orthonet Solução para Limpeza de Aparelho de Dente Móvel com 500ml;https://www.drogaraia.com.br/kin-orthonet-desincrus-solucao-desincrustante-aparelho-de-boca-removiveis-500ml.html
3607342292192;169.55;DROGARAIA;Homme David Beckham Eau de Toilette 75ml - Perfume Masculino;https://www.drogaraia.com.br/perfume-david-beckham-homme-75-ml-768060.html
1018070;9.8;DROGARAIA;BOLD TUBE (30G) TRUFA DE CHOCOLATE;https://www.drogaraia.com.br/bold-tube-30g-trufa-de-chocolate-1018070.html
7898665434475;61.0;DROGARAIA;ISOCRISP 60G NEUTRO VITAFOR;https://www.drogaraia.com.br/isocrisp-60g-neutro-vitafor-822383.html
7908238807749;822.9;DROGARAIA;BERçO LUCK VOYAGE CINZA MESCLA;https://www.drogaraia.com.br/berco-luck-voyage-cinza-mescla-698406.html
7898641073414;170.0;DROGARAIA;FRESH WHEY (450G) - SABOR: CHOCOLATE E AVELã;https://www.drogaraia.com.br/fresh-whey-450g-sabor-chocolate-e-avela-1015425.html
7899706239189;5.55;DROGARAIA;Esmalte Cremoso Colorama Fini 8ml - Vem, Vai ter Fini!;https://www.drogaraia.com.br/colorama-esmalte-cremoso-colecao-fini-vem-vai-ter-fini-8ml.html
7896609546741;49.9;DROGARAIA;BLUSH PAYOT RETINOL PêSSEGO;https://www.drogaraia.com.br/blush-payot-retinol-pessego-937930.html
7895750902536;168.7;DROGARAIA;Creatina Body Action 150g + Deca Testona Evolution 3000mg;https://www.drogaraia.com.br/creatina-3000mg-com-glicina-150g-deca-testona-evolution-731250.html
7898416830105;20.13;DROGARAIA;CREME PARA PENTEAR MILENA KIDS CACHOS 250ML;https://www.drogaraia.com.br/creme-para-pentear-milena-kids-cachos-250ml-672199.html
7896013569800;17.55;DROGARAIA;CREME PARA PENTEAR NOVEX DOCTOR RICINO 300ML;https://www.drogaraia.com.br/creme-para-pentear-novex-doctor-ricino-300ml-989077.html
7896025523432;60.94;DROGARAIA;ESCOVA MARCO BONI OVAL WOOD LINE MADEIRA REF:8078;https://www.drogaraia.com.br/escova-marco-boni-oval-wood-line-madeira-ref-8078-938821.html
8003670823537;89.9;DROGARAIA;ASPIRADOR NASAL PHYSIOCLEAN CHICCO VERDE;https://www.drogaraia.com.br/aspirador-nasal-physioclean-chicco-verde-897630.html
703387016243;185.97;DROGARAIA;EMBAIXADOR GUSTTAVO LIMA  EDC FOR HER 100ML;https://www.drogaraia.com.br/embaixador-gusttavo-lima-edc-for-her-100ml-765075.html
7899598013478;62.99;DROGARAIA;DIABO VERDE #PRE-WORKOUT 250G MANSÃO MAROMBA - BLACK ICE;https://www.drogaraia.com.br/diabo-verde-pre-workout-250g-mansao-maromba-black-ice-1011375.html
3605972454652;426.88;DROGARAIA;Polo Ralph Lauren Cologne Intense 59ml - Perfume Masculino;https://www.drogaraia.com.br/perfume-ralph-lauren-polo-cologne-intense-eau-de-parfum-masculino-volume-da-unidade-59-ml-980036.html
7898050663398;22.79;DROGARAIA;LEAVE-IN HIDRATAçãO MARAVILHOSA VEGANO G-PRó GRIFFUS 210ML;https://www.drogaraia.com.br/leave-in-hidratac-o-maravilhosa-vegano-g-pro-griffus-210ml-971986.html
4015630066834;56.46;DROGARAIA;Tiras accu chek guide para controle de glicemia 25 tiras;https://www.drogaraia.com.br/tiras-accu-chek-guide-para-controle-de-glicemia-25-tiras-889957.html
7898519771732;203.99;DROGARAIA;6X CURCUMIM+ CURCUMINA E COLáGENO TIPO II EM GOTAS 30ML NATALY;https://www.drogaraia.com.br/6x-curcumim-curcumina-e-colageno-tipo-ii-em-gotas-30ml-nataly-968292.html
7798448383146;279.9;DROGARAIA;Kit Braé Glow Shine Máscara Beauty Sleep E Mini Essential (3 Produtos);https://www.drogaraia.com.br/kit-brae-glow-shine-mascara-beauty-sleep-e-mini-essential-3-produtos-877885.html
7899468501333;27.9;DROGARAIA;CáLCIO DE OSTRAS 400MG (60 CAPS) - PADRãO: ÚNICO;https://www.drogaraia.com.br/calcio-de-ostras-400mg-60-caps-padrao-unico-882400.html
978895;74.99;DROGARAIA;CHUPETA ULTRA AIR DUPLA LISA VERDE - 6-18M - PHILIPS AVENT;https://www.drogaraia.com.br/chupeta-ultra-air-dupla-lisa-verde-6-18m-philips-avent-978895.html
7893454100647;28.69;DROGARAIA;Cetobeta Cetoconazol 20mg/g + Betametasona 0,64mg/g + Neomicina 2,5mg/g Pomada Dermatológica 30g;https://www.drogaraia.com.br/cetobeta-pomada-30g.html
7908622803982;144.9;DROGARAIA;FAIXA ABDOMINAL 4 GOMOS ELÁS. FORRADA TAM. P |M| G KELOGEL;https://www.drogaraia.com.br/faixa-abdominal-4-gomos-elas-forrada-tam-p-m-g-kelogel-763909.html
3614223111404;569.0;DROGARAIA;Nomade Chloé Eau De Parfum - Perfume Feminino 30ml;https://www.drogaraia.com.br/chloe-nomade-edp-30ml-704055.html
871331;253.99;DROGARAIA;Kit Enrich Shampoo, Condicionador, Máscara E Oil Reflections - Wella;https://www.drogaraia.com.br/kit-enrich-shampoo-condicionador-mascara-e-oil-reflections-wella-871331.html
609963220915;221.0;DROGARAIA;Kit Principia Anti-Acne (5 produtos) - Gel De Limpeza Gl-01 350g + Sérum Ácidos Hialurônicos 30ml + Sérum Mix-01 30ml + Tônico Facial Ácido Lático 120ml + Protetor Solar com Niacinamida 40ml;https://www.drogaraia.com.br/kit-anti-acne-avancado-955980.html
7891025115649;10.44;DROGARAIA;Shake Proteico Danone YoPro Proteína 15g Coco 250ml;https://www.drogaraia.com.br/yopro-danone-coco-c-batata-doce-15g-proteina-250ml-948943.html
8018365270756;234.85;DROGARAIA;VERSACE RED JEANS WOMAN EAU DE TOILETTE 75ML;https://www.drogaraia.com.br/versace-red-jeans-woman-eau-de-toilette-75ml-1015836.html
28882;78.49;DROGARAIA;Kit Creatina Integralmédica Hardcore 120g 2 unidades;https://www.drogaraia.com.br/kit-2-creatina-150g-hardcore-integral-medica-150-g-sem-sabor-866355.html
7898623952737;15.79;DROGARAIA;CREME PARA PENTEAR SOS CACHOS MEL CACHOS INTENSOS SALON LINE 300G;https://www.drogaraia.com.br/creme-para-pentear-sos-cachos-mel-cachos-intensos-salon-line-300g-862831.html
7898923466750;24.9;DROGARAIA;Sabonete vegetal em barra floral lemon madressenza 180g;https://www.drogaraia.com.br/sabonete-vegetal-em-barra-floral-lemon-madressenza-180g-918919.html
7896018703629;39.9;DROGARAIA;Kit Huggies Disney Baby Max Clean Lenço Umedecido 48 Unidades (4 Unidades);https://www.drogaraia.com.br/toalhas-umedecidas-huggies-max-clean-192-unidades-640348.html
7898952570008;175.12;DROGARAIA;Bomba de Tirar Leite Elétrica Dellamed 3 Modos e 9 Intensidades;https://www.drogaraia.com.br/bomba-tira-leite-eletrica-3-modos-e-9-intensidades-dellamed-697375.html
6932159610608;16.9;DROGARAIA;BATOM ULTRA MATTE MELU BY RUBY ROSE CM359 3,8G;https://www.drogaraia.com.br/batom-ultra-matte-melu-by-ruby-rose-cm359-3-8g-976080.html
7891150091788;26.06;DROGARAIA;Creme Para Pentear Seda Boom Definição 1Kg;https://www.drogaraia.com.br/creme-para-pentear-seda-boom-definicao-1kg-824155.html
7798447882657;289.9;DROGARAIA;Truss Frizz Zero 260ml 2 Unidades;https://www.drogaraia.com.br/truss-frizz-zero-260ml-2-unidades-774094.html
7891317021702;9.99;DROGARAIA;VITAMINA D 500OUI SOLUçãO EUROFARMA 10ML;https://www.drogaraia.com.br/vitamina-d-500oui-solucao-eurofarma-10ml-984981.html
7893595234171;39.9;DROGARAIA;NAC 600MG + MOLIBDêNIO. 30 CAPS VEGANAS. BIOGENS Neutro;https://www.drogaraia.com.br/nac-600mg-molibdenio-30-caps-veganas-biogens-729797.html
7908134200453;111.19;DROGARAIA;Slinda Drospirenona 4mg 28 Comprimidos;https://www.drogaraia.com.br/slinda-drospirenona-4mg-com-28-comprimidos-revestidos.html
8411061991886;634.0;DROGARAIA;Bad Boy Le Parfum Carolina Herrera Eau de Parfum 50ml - Perfume Masculino;https://www.drogaraia.com.br/carolina-herrera-bad-boy-le-parfum-eau-de-parfum-perfume-masculino-50ml-975202.html
7908825791550;69.9;DROGARAIA;COLORAçAO SOFT COLOR 67 CHOCOLATE - KIT C/2UN;https://www.drogaraia.com.br/coloracao-soft-color-67-chocolate-kit-c-2un-1005812.html
997907;130.9;DROGARAIA;KIT 06 LOçãO PóS BARBA GOOT EMBAIXADOR 200ML;https://www.drogaraia.com.br/kit-06-locao-pos-barba-goot-embaixador-200ml-997907.html
7898667820337;78.9;DROGARAIA;BRAé DIVINE TEN IN ONE 10 IN 1 LEAVE-IN 200G;https://www.drogaraia.com.br/brae-divine-ten-in-one-10-in-1-leave-in-200g-992309.html
7898739262409;26.9;DROGARAIA;TURKESTERONE 500MG 30 CáPSULAS - FORMULADOS FARMA;https://www.drogaraia.com.br/turkesterone-500mg-30-capsulas-formulados-farma-981807.html
7891066002380;39.99;DROGARAIA;Acessórios para Inalador Caretech Nebulizador Infantil Air Comp MD 1500T;https://www.drogaraia.com.br/caretech-kit-nebulizacao-infantil-turbo-contendo-1-mascara-1-copinho-1-injetor-e-1-magueira-md1200rd.html
7896094211858;99.91;DROGARAIA;PROTETOR SOLAR FILTRUM COLOR FPS70 COR 4.0 50G;https://www.drogaraia.com.br/protetor-solar-filtrum-color-fps70-cor-4-0-50g-934934.html
872578;361.9;DROGARAIA;WHEY PROTEIN CONCENTRADO (1,8KG) COOKIES DUX NUTRITION;https://www.drogaraia.com.br/whey-protein-concentrado-1-8kg-cookies-dux-nutrition-872578.html
981496;799.0;DROGARAIA;PURE XS PACO RABANNE EAU DE TOILETTE PERFUME MASCULINO TAMANHO:150ML;https://www.drogaraia.com.br/pure-xs-paco-rabanne-eau-de-toilette-perfume-masculino-tamanho-150ml-981496.html
631430106354;22.9;DROGARAIA;B12 METILCOBALAMINA LíQUIDA 30ML, YAYá NATURAL (MORANGO);https://www.drogaraia.com.br/b12-metilcobalamina-liquida-30ml-yaya-natural-morango-1007328.html
980079;699.0;DROGARAIA;PACO RABANNE INVICTUS EAU DE TOILETTE - PERFUME MASCULINO 50ML;https://www.drogaraia.com.br/paco-rabanne-invictus-eau-de-toilette-perfume-masculino-50ml-980079.html
7891033588381;19.99;DROGARAIA;Eudora Instance Ameixa E Praliné Creme Para Mãos 30G;https://www.drogaraia.com.br/eudora-instance-ameixa-e-praline-creme-para-maos-30g-976436.html
7897133174677;22.4;DROGARAIA;METILCOBALAMINA 60 CáPSULAS LOT NUTRITION;https://www.drogaraia.com.br/metilcobalamina-60-capsulas-lot-nutrition-1011248.html
7898640655437;36.55;DROGARAIA;SOMBRA SOBRANCELHA VIZZELA DUO 02;https://www.drogaraia.com.br/sombra-sobrancelha-vizzela-duo-02-946752.html
7896023774874;21.9;DROGARAIA;MELATONINA EM GOTAS CATARINENSE MARACUJá 20ML;https://www.drogaraia.com.br/melatonina-em-gotas-catarinense-maracuja-20ml-974160.html
8426017066372;625.6;DROGARAIA;SOLO LOEWE MASCULINO EDT 100ML - SEM CAIXA;https://www.drogaraia.com.br/solo-loewe-masculino-edt-100ml-sem-caixa-1016683.html
7898906376663;144.49;DROGARAIA;Keflex Cefalexina 250mg/5ml Suspensão Oral 100ml;https://www.drogaraia.com.br/keflex-250-mg-suspensao-100-ml.html
7898101299439;692.0;DROGARAIA;MEGA Q10 ANEW 240 CAPS;https://www.drogaraia.com.br/mega-q10-anew-240-caps-684430.html
7896798601894;5.49;DROGARAIA;Barra de Cereal Nutsbar Sabor Castanhas e Sementes 25g;https://www.drogaraia.com.br/nuts-bar-barra-ceral-castanhas-e-sementes-25g.html
